time,value
2026-02-14T16:52:27.628917795Z,14.4375
2026-02-14T16:52:31.189409238Z,14.9375
2026-02-14T16:52:41.130382618Z,15
2026-02-14T16:52:46.197161566Z,14.9375
2026-02-14T16:52:51.170580129Z,15
2026-02-14T16:52:56.19257726Z,14.9375
2026-02-14T16:53:01.12059535Z,15
2026-02-14T16:55:18.815443533Z,15.0625
2026-02-14T16:55:23.90767411Z,15
2026-02-14T16:55:28.757067234Z,15.0625
2026-02-14T16:57:02.557409274Z,15.125
2026-02-14T16:57:07.694277819Z,15.0625
2026-02-14T16:57:12.554146804Z,15.125
2026-02-14T16:57:37.691464355Z,15.0625
2026-02-14T16:57:42.54368468Z,15.125
2026-02-14T16:59:31.424630137Z,15.1875
2026-02-14T16:59:41.419955833Z,15.125
2026-02-14T16:59:51.411771176Z,15.1875
2026-02-14T17:02:00.042505553Z,15.25
2026-02-14T17:02:05.089741315Z,15.1875
2026-02-14T17:02:10.003317292Z,15.25
2026-02-14T17:02:15.076715378Z,15.1875
2026-02-14T17:02:26.912145487Z,15.25
2026-02-14T17:03:16.8273095Z,15.1875
2026-02-14T17:03:21.970625936Z,15.25
2026-02-14T17:04:40.702983698Z,15.3125
2026-02-14T17:04:55.754424602Z,15.25
2026-02-14T17:05:00.693786333Z,15.3125
2026-02-14T17:06:42.534092854Z,15.375
2026-02-14T17:06:49.522008969Z,15.3125
2026-02-14T17:07:04.376367335Z,15.375
2026-02-14T17:07:09.37457296Z,15.3125
2026-02-14T17:07:19.42879384Z,15.375
2026-02-14T17:08:21.118388279Z,15.4375
2026-02-14T17:08:26.298297882Z,15.375
2026-02-14T17:08:56.197301555Z,15.4375
2026-02-14T17:10:59.990089047Z,15.5
2026-02-14T17:11:04.889462728Z,15.4375
2026-02-14T17:11:21.74332655Z,15.5
2026-02-14T17:12:16.904802187Z,15.4375
2026-02-14T17:12:23.667885003Z,15.5
2026-02-14T17:13:35.557216438Z,15.5625
2026-02-14T17:13:45.480814968Z,15.5
2026-02-14T17:13:50.663890652Z,15.5625
2026-02-14T17:13:55.45969343Z,15.5
2026-02-14T17:14:01.929594963Z,15.5625
2026-02-14T17:15:12.352009778Z,15.625
2026-02-14T17:15:17.443443262Z,15.5625
2026-02-14T17:15:22.355570831Z,15.625
2026-02-14T17:15:27.444405295Z,15.5625
2026-02-14T17:15:32.34973162Z,15.625
2026-02-14T17:15:37.486993639Z,15.5625
2026-02-14T17:16:09.238259678Z,15.625
2026-02-14T17:16:44.327447721Z,15.5625
2026-02-14T17:16:51.237850201Z,15.625
2026-02-14T17:18:18.063147342Z,15.6875
2026-02-14T17:18:22.990318819Z,15.625
2026-02-14T17:18:48.060020516Z,15.6875
2026-02-14T17:20:21.793100721Z,15.75
2026-02-14T17:20:26.694177258Z,15.6875
2026-02-14T17:21:06.633452405Z,15.75
