time,value
2026-02-14T16:52:27.628917795Z,0
2026-02-14T17:49:56.939632933Z,0
2026-02-14T18:05:28.850865266Z,0
2026-02-14T18:09:34.171502146Z,0
2026-02-14T18:14:51.89286182Z,0
2026-02-14T18:30:58.063270281Z,0
2026-02-14T19:18:51.346079987Z,0
2026-02-14T20:13:34.885994841Z,0
2026-02-14T20:41:06.439626284Z,4.861111164093018
2026-02-14T20:41:11.34346502Z,0
2026-02-14T20:45:08.086032269Z,4.861111164093018
2026-02-14T20:45:13.216615315Z,0
2026-02-14T20:45:18.04598007Z,4.861111164093018
2026-02-14T20:45:23.23574226Z,0
2026-02-14T20:45:38.084933468Z,4.861111164093018
2026-02-14T20:45:43.213513143Z,0
2026-02-14T20:45:48.037283233Z,4.861111164093018
2026-02-14T20:45:53.242123972Z,0
2026-02-14T20:46:26.530423797Z,4.861111164093018
2026-02-14T20:46:31.361268442Z,0
2026-02-14T20:46:36.445720153Z,4.861111164093018
2026-02-14T20:46:41.358406804Z,0
2026-02-14T20:46:46.493883298Z,4.861111164093018
2026-02-14T20:46:51.413061377Z,0
2026-02-14T20:48:07.920945651Z,4.861111164093018
2026-02-14T20:48:13.130270082Z,0
2026-02-14T20:48:27.916461179Z,4.861111164093018
2026-02-14T20:48:33.097811115Z,0
2026-02-14T20:48:37.915686663Z,4.861111164093018
2026-02-14T20:48:43.062349758Z,0
2026-02-14T20:48:47.947849914Z,4.861111164093018
2026-02-14T20:48:53.168443413Z,0
2026-02-14T20:49:16.320759389Z,4.861111164093018
2026-02-14T20:49:21.237252908Z,0
2026-02-14T20:49:36.381321471Z,4.861111164093018
2026-02-14T20:49:41.224930057Z,0
2026-02-14T20:51:27.852255938Z,4.861111164093018
2026-02-14T20:51:32.935867947Z,0
2026-02-14T20:51:37.828859365Z,4.861111164093018
2026-02-14T20:51:42.938963918Z,0
2026-02-14T20:52:36.194408735Z,4.861111164093018
2026-02-14T20:52:41.099095304Z,0
2026-02-14T20:54:47.680024995Z,4.861111164093018
2026-02-14T20:54:52.806136562Z,0
2026-02-14T20:55:17.697810558Z,4.861111164093018
2026-02-14T20:55:22.812080187Z,0
2026-02-14T20:58:57.652788685Z,4.861111164093018
2026-02-14T20:59:02.752025241Z,0
2026-02-14T21:00:06.003746207Z,4.861111164093018
2026-02-14T21:00:10.970041141Z,0
2026-02-14T21:00:26.041043242Z,4.861111164093018
2026-02-14T21:00:30.936056719Z,0
2026-02-14T21:07:27.513501924Z,4.861111164093018
2026-02-14T21:07:32.703083586Z,0
2026-02-14T21:07:37.486521189Z,4.861111164093018
2026-02-14T21:07:42.766718704Z,0
2026-02-14T21:07:47.482617635Z,4.861111164093018
2026-02-14T21:07:52.631734824Z,0
2026-02-14T21:07:57.480432823Z,4.861111164093018
2026-02-14T21:08:02.676182141Z,0
2026-02-14T21:08:07.476833312Z,4.861111164093018
2026-02-14T21:08:12.629866041Z,0
2026-02-14T21:08:17.484924255Z,4.861111164093018
2026-02-14T21:08:22.704889743Z,0
2026-02-14T21:08:45.948819833Z,4.861111164093018
2026-02-14T21:08:50.869157443Z,0
2026-02-14T21:08:55.992198292Z,4.861111164093018
2026-02-14T21:09:00.846648525Z,0
2026-02-14T21:09:05.884981121Z,4.861111164093018
2026-02-14T21:09:10.833220116Z,0
2026-02-14T21:09:15.952521131Z,4.861111164093018
2026-02-14T21:09:20.793151251Z,0
2026-02-14T21:14:17.227950137Z,4.861111164093018
2026-02-14T21:14:22.378693245Z,0
2026-02-14T21:14:42.377263746Z,4.861111164093018
2026-02-14T23:52:27.344999793Z,0
2026-02-14T23:52:32.12205306Z,4.861111164093018
2026-02-14T23:52:58.058771149Z,0
2026-02-14T23:53:02.976276453Z,4.861111164093018
2026-02-14T23:53:08.078278702Z,0
2026-02-14T23:53:12.872286487Z,4.861111164093018
2026-02-14T23:53:18.016939877Z,0
2026-02-14T23:53:22.864336054Z,4.861111164093018
2026-02-14T23:53:28.011311398Z,0
2026-02-14T23:53:32.860135236Z,4.861111164093018
2026-02-14T23:53:38.059624297Z,0
2026-02-14T23:53:42.863394438Z,4.861111164093018
2026-02-14T23:53:48.008113662Z,0
2026-02-14T23:53:51.334904321Z,4.861111164093018
2026-02-14T23:55:06.863703124Z,0
2026-02-14T23:55:12.006648427Z,4.861111164093018
2026-02-14T23:55:16.860488559Z,0
2026-02-14T23:55:21.948609497Z,4.861111164093018
2026-02-14T23:55:26.855428844Z,0
2026-02-14T23:55:31.941441229Z,4.861111164093018
2026-02-14T23:58:58.926054838Z,0
2026-02-14T23:59:03.986325295Z,4.861111164093018
2026-02-14T23:59:08.896032099Z,0
2026-02-14T23:59:14.03120755Z,4.861111164093018
2026-02-14T23:59:18.887424585Z,0
2026-02-14T23:59:24.016282753Z,4.861111164093018
2026-02-14T23:59:28.930846372Z,0
2026-02-14T23:59:33.977097496Z,4.861111164093018
2026-02-15T00:10:31.148833977Z,0
2026-02-15T00:10:36.082760906Z,4.861111164093018
2026-02-15T00:11:36.807220406Z,0
2026-02-15T00:11:41.917761165Z,4.861111164093018
2026-02-15T00:11:46.739949074Z,0
2026-02-15T00:11:51.921554709Z,4.861111164093018
2026-02-15T00:11:56.745377012Z,0
2026-02-15T00:12:01.825184958Z,4.861111164093018
